lng,lat
115.99489,28.670738
115.995026,28.670738
115.99517,28.670736
115.99531,28.67073
115.99545,28.670725
115.9956,28.670717
115.99574,28.670713
115.99589,28.67071
115.99603,28.670708
115.99618,28.670706
115.99632,28.670706
115.99647,28.670708
115.99662,28.670706
115.996765,28.670706
115.99692,28.670706
115.99706,28.670706
115.997215,28.670706
115.99737,28.670706
115.99751,28.670704
115.99767,28.6707
115.997826,28.670698
115.99798,28.670694
115.99814,28.67069
115.9983,28.670685
115.99846,28.670677
115.99863,28.67067
115.99879,28.67066
115.998955,28.670652
115.99911,28.670649
115.99927,28.670635
115.99942,28.670626
115.99958,28.670612
115.99973,28.6706
115.99988,28.67059
116.26,28.670578
116.173,28.670555
116.32,28.670546
116.465,28.670536
116.606,28.670528
116.748,28.67052
116.878,28.670513
116.1006,28.670511
116.1125,28.67051
116.123,28.670515
116.133,28.670515
116.1418,28.67052
116.1495,28.670523
116.156,28.670525
116.1621,28.670525
116.167,28.670523
116.1703,28.670523
116.1726,28.670523
116.1741,28.670523
116.176,28.670528
116.1766,28.670527
116.1776,28.67053
116.1775,28.670532
116.1771,28.670534
116.1768,28.670534
116.1763,28.670534
116.1836,28.67054
116.1863,28.670542
116.1891,28.670546
116.192,28.67055
116.1955,28.670551
116.1995,28.670555
116.2045,28.67056
116.21,28.670565
116.2153,28.67057
116.2208,28.670572
116.2271,28.670578
116.2343,28.670586
116.242,28.670591
116.2498,28.670595
116.2578,28.6706
116.2655,28.670607
116.2736,28.670612
116.282,28.670618
116.2908,28.670624
116.3005,28.670628
116.3106,28.67063
116.3211,28.670635
116.3323,28.670637
116.3436,28.670643
116.3553,28.670649
116.3671,28.67065
116.3791,28.670652
116.3913,28.670654
116.4036,28.670656
116.4158,28.670658
116.428,28.670656
116.44,28.670654
116.4525,28.670652
116.4648,28.670654
116.477,28.670652
116.4893,28.67065
116.5018,28.670649
116.514,28.670645
116.5261,28.67064
116.5385,28.670635
116.5506,28.670626
116.5753,28.67061
116.588,28.67061
116.6005,28.670609
116.6133,28.670603
116.6263,28.670595
116.6393,28.670586
116.6523,28.67058
116.6656,28.670572
116.679,28.670568
116.6923,28.670567
116.7061,28.670565
116.72,28.670567
116.7338,28.670567
116.7476,28.67057
116.7616,28.67057
116.776,28.670572
116.7898,28.670578
116.8031,28.670582
116.8156,28.670586
116.8278,28.67059
116.839,28.670591
116.85,28.670593
116.8608,28.670595
116.8713,28.670593
116.882,28.67059
116.8923,28.670588
116.9033,28.670586
116.915,28.670578
116.9263,28.670576
116.9383,28.670574
116.9505,28.670574
116.9628,28.670576
116.9751,28.670578
116.9876,28.670582
116.10005,28.670582
116.10136,28.670584
116.1027,28.670586
116.10403,28.670588
116.10541,28.670588
116.10813,28.670586
116.1095,28.670588
116.1108,28.670593
116.11213,28.670593
116.11341,28.670595
116.1147,28.670597
116.11595,28.6706
116.1172,28.670603
116.11848,28.670605
116.1198,28.670605
116.1211,28.670607
116.12243,28.67061
116.1238,28.67061
116.12518,28.67061
116.12658,28.670612
116.12798,28.670614
116.12941,28.670616
116.13085,28.670616
116.13228,28.670622
116.13366,28.67063
116.13495,28.67064
116.13623,28.670645
116.1375,28.670647
116.13883,28.670645
116.14015,28.670647
116.14148,28.670649
116.14283,28.670647
116.1442,28.670647
116.14555,28.670643
116.14686,28.67064
116.14815,28.67064
116.14945,28.670635
116.15076,28.670635
116.15208,28.670635
116.15343,28.670633
116.1548,28.670631
116.1562,28.670628
116.15761,28.670626
116.15906,28.67062
116.16048,28.670614
116.16193,28.670607
116.16333,28.6706
116.16473,28.670595
116.16613,28.67059
116.16751,28.670586
116.16888,28.670584
116.17023,28.67058
116.17158,28.670574
116.17293,28.670567
116.17428,28.67056
116.1756,28.670555
116.17693,28.670555
116.17823,28.670553
116.17951,28.670551
116.18076,28.670551
116.182,28.67055
116.18321,28.670547
116.18443,28.670546
116.18561,28.670546
116.18686,28.67054
116.18813,28.670532
116.18936,28.670528
116.19058,28.670527
116.19178,28.670525
116.19295,28.67052
116.1941,28.67051
116.19518,28.6705
116.1962,28.67049
116.19715,28.670485
116.19801,28.67048
116.19883,28.67048
116.19948,28.670486
116.2001,28.670486
116.20058,28.670486
116.20095,28.670488
116.20123,28.670488
116.20145,28.670488
116.20165,28.670488
116.20181,28.670486
116.20191,28.670486
116.20198,28.67049
116.20206,28.67049
116.2021,28.67049
116.20211,28.67049
116.2021,28.670494
116.2021,28.670498
116.20208,28.670502
116.20205,28.670502
116.20203,28.670502
116.202,28.670502
116.20195,28.670504
116.20225,28.67051
116.20261,28.670506
116.20301,28.670502
116.20333,28.670496
116.20368,28.670492
116.20415,28.670488
116.20476,28.670483
116.20541,28.670477
116.20605,28.670473
116.20681,28.670462
116.20755,28.670452
116.20835,28.670448
116.20926,28.670443
116.21021,28.670435
116.2112,28.670425
116.21223,28.670416
116.21331,28.670403
116.21448,28.670387
116.21573,28.67037
116.21701,28.670347
116.21831,28.67033
116.21965,28.67031
116.22101,28.670292
116.22241,28.670275
116.22386,28.670256
116.22533,28.670238
116.22683,28.67022
116.22833,28.6702
116.22983,28.670181
116.23135,28.67016
116.23286,28.67014
116.23441,28.67012
116.23595,28.670097
116.2375,28.670078
116.23906,28.670057
116.24065,28.670034
116.24225,28.670013
116.24385,28.66999
116.24548,28.669966
116.24715,28.66994
116.2488,28.669916
116.25048,28.669891
116.25216,28.669868
116.25383,28.669846
116.2555,28.66982
116.25716,28.6698
116.2588,28.669783
116.26041,28.66977
116.26201,28.669765
116.26361,28.66976
116.26523,28.669758
116.2669,28.669765
116.26851,28.669773
116.27011,28.66978
116.27173,28.669794
116.27335,28.669807
116.27493,28.669827
116.27646,28.669853
116.27796,28.669882
116.27943,28.66991
116.28081,28.669943
116.28216,28.669977
116.28348,28.670015
116.28481,28.670055
116.28611,28.670101
116.28738,28.67015
116.28866,28.670206
116.28996,28.670265
116.29128,28.670322
116.29258,28.670385
116.29391,28.670443
116.29526,28.670502
116.29665,28.670559
116.29803,28.670618
116.29943,28.670675
116.30083,28.670734
116.30226,28.670795
116.3037,28.670855
116.30513,28.67092
116.30658,28.670982
116.30805,28.67104
116.30948,28.671085
116.31088,28.671127
116.31226,28.671164
116.31358,28.67119
116.31481,28.67121
116.31603,28.67123
116.31718,28.671253
116.31826,28.67127
116.31926,28.671284
116.32011,28.671297
116.32091,28.671312
116.3217,28.67133
116.32238,28.671356
116.32291,28.671398
116.32331,28.671448
116.32355,28.671509
116.32363,28.671572
116.32365,28.671635
116.3236,28.671703
116.32355,28.67177
116.32355,28.671843
116.32356,28.67192
116.32366,28.672
116.32378,28.672089
116.32395,28.67218
116.3242,28.67228
116.32451,28.672388
116.32483,28.6725
116.3252,28.67261
116.32556,28.672718
116.32593,28.672829
116.32633,28.672941
116.32675,28.673056
116.32715,28.67317
116.32753,28.673286
116.32793,28.673403
116.32833,28.673517
116.32876,28.673634
116.3292,28.673744
116.32963,28.673859
116.33005,28.673971
116.33041,28.674082
116.3308,28.674192
116.33118,28.674301
116.33155,28.674408
116.3319,28.674513
116.33225,28.674614
116.33256,28.674707
116.3329,28.674797
116.33358,28.674974
116.33388,28.67506
116.33413,28.675142
116.33435,28.67522
116.33456,28.675293
116.33475,28.675362
116.33495,28.67542
116.33516,28.675478
116.3354,28.675531
116.33563,28.675577
116.33593,28.675617
116.33628,28.675655
116.3367,28.67568
116.33715,28.675695
116.33761,28.675705
116.33816,28.675703
116.33875,28.675694
116.3394,28.675682
116.34016,28.675674
116.34101,28.675667
116.34191,28.675657
116.34283,28.675648
116.34376,28.675638
116.34475,28.675625
116.34576,28.675615
116.34683,28.675606
116.3479,28.67559
116.349,28.67558
116.35011,28.675568
116.35121,28.675556
116.35226,28.675543
116.35321,28.67553
116.35408,28.675516
116.35488,28.675505
116.3556,28.675495
116.3563,28.675488
116.35701,28.67548
116.35775,28.67547
116.35848,28.675465
116.35923,28.67546
116.36001,28.675459
116.36085,28.675451
116.3617,28.675446
116.36258,28.675436
116.36355,28.675426
116.36456,28.675417
116.36565,28.675402
116.36678,28.675385
116.36798,28.675365
116.36925,28.675343
116.37058,28.67532
116.37198,28.675297
116.37336,28.675274
116.37475,28.67525
116.37611,28.675224
116.3775,28.675198
116.3789,28.67517
116.38035,28.67514
116.38183,28.67511
116.38335,28.675076
116.38491,28.675035
116.38648,28.675
116.38806,28.674965
116.38966,28.67493
116.39126,28.674894
116.39288,28.674856
116.39455,28.674818
116.39618,28.674782
116.39786,28.674747
116.39956,28.67471
116.40128,28.674675
116.403,28.674639
116.4047,28.674603
116.4064,28.674566
116.40811,28.674528
116.40983,28.67449
116.41155,28.674452
116.41325,28.674414
116.41495,28.674376
116.41666,28.67434
116.4184,28.674303
116.42013,28.674267
116.42183,28.67423
116.42355,28.674196
116.42526,28.67416
116.42696,28.674126
116.4287,28.674088
116.43043,28.674051
116.43216,28.674015
116.4339,28.673979
116.43566,28.67394
116.43741,28.6739
116.43915,28.673862
116.4409,28.673824
116.44261,28.673786
116.44431,28.673748
116.446,28.67371
116.44766,28.673674
116.44933,28.673635
116.45101,28.673597
116.45268,28.673563
116.45436,28.673529
116.45606,28.673492
116.45775,28.673456
116.45945,28.673422
116.46111,28.673386
116.4628,28.673346
116.46446,28.67331
116.46615,28.673273
116.4678,28.673239
116.46948,28.6732
116.47116,28.673166
116.47286,28.673132
116.47455,28.673096
116.47623,28.673061
116.47791,28.673025
116.47961,28.67299
116.4813,28.672953
116.48298,28.672918
116.48466,28.672882
116.48636,28.672852
116.48808,28.672823
116.48978,28.672794
116.4915,28.672768
116.49323,28.672745
116.49496,28.672724
116.49671,28.6727
116.49848,28.672682
116.50026,28.672668
116.50206,28.672659
116.50383,28.67265
116.50561,28.672644
116.50738,28.672636
116.50915,28.67263
116.51091,28.672626
116.51266,28.67262
116.51445,28.672619
116.5162,28.672615
116.518,28.672606
116.51975,28.672604
116.52151,28.672598
116.52325,28.67259
116.52495,28.672586
116.52663,28.67258
116.52828,28.672575
116.52993,28.672565
116.53156,28.672556
116.53318,28.672552
116.53478,28.672548
116.53638,28.672543
116.53798,28.672539
116.53956,28.672533
116.54115,28.672527
116.54271,28.672523
116.54425,28.672518
116.54573,28.672512
116.54725,28.672506
116.54871,28.6725
116.55018,28.672499
116.55163,28.672495
116.55305,28.67249
116.55435,28.672485
116.55555,28.672485
116.55668,28.672485
116.55773,28.672483
116.55873,28.672483
116.55976,28.672482
116.56078,28.672485
116.56181,28.672485
116.56286,28.672487
116.56395,28.672485
116.56501,28.672487
116.5661,28.672485
116.56723,28.67248
116.5684,28.67247
116.5697,28.67246
116.57103,28.672453
116.57238,28.672447
116.57375,28.672441
